,Unnamed: 0,Unnamed: 1,SON ETİKET,Unnamed: 3
1449,Row6886,Tuncelilerde bunu derdi PKK bizden değil Ermeni bunlar derlerdi https://t.co/unTP6HCUQ3,nefret,etnik
1450,Row6893,Hdp’ye Kürt demeyin. Onlar Ermeni Partisi. #AnnelerDireniyor,nefret,etnik
1451,Row6897,Metro hattı ermeni mezarlığı altından geçmiş ya tüneller yaya yolları yer altındaki bütün defineleri buldular mı acaba çok merak ediyorum :) #define  #üsküdar https://t.co/UzQPCQRxVv,hiçbiri,
1452,Row6921,"O kadar haklısın ki,birileri artık bu durumu dillendirmeli.Sözde ermeni soykırımından bahsedenlerin hiçbiri Ermenilerin yaptıkları zulümlerden bahsetmiyor maalesef.Bu konuda okuduğum kitaplardaki ve bu duruma şahit olmuş insanların anılarındaki işkence türleri vahşiliğin ötesinde https://t.co/tft7qKLreb",nefret,etnik
1453,Row6928,Fenerbahçe şike yapmamıştır diyenin karakter olarak ırk olarak Ermeni Şükrü Saracoğlundan farkı yoktur Burası Türkiye burada adalet yok Balık baştan kokarmış,nefret,etnik
1454,Row6934,"Eşkıya olmak ile  Ermeni olmak arasında çok fark var. Bizim kimsenin soyuyla bir derdimiz yok.Yaptığı soysuzluğa bakarız.
Bir projenin emrinde olup olmadığı bizim gündemimiz.Gündem ısınacak https://t.co/tlHZDZUJoO",hiçbiri,
1455,Row6969,"Ermeni Ruhunun Allah bin belasını versin. Ermeni Diasporanın Fransadan sonra ikinci Askeri Militan üssü. Her pislik var, her türlü tuzak ve cinayet odaklarının toplandığı alan",nefret,etnik
1456,Row7026,".

    #AnnelerDireniyor
Terörü Müslüman Kürtler yapmıyor, 
Kürt kılığına girmiş birtakım kriptolar yapıyor. 

İçeride ve dışarıda terörün bitmesini istemeyen mihraklar var. 
Bu terör kesinlikle Kürt terörü değildir. 

Kripto Ermeni ve kripto Yahudi terörüdür.",nefret,"etnik,dini"
1457,Row7031,"Kim der ki burası TRT Radyo binası.
Hikâyesi çok ilginç.

https://t.co/WTqlJxK2Sk https://t.co/tGnOBEtCbY",hiçbiri,
1458,Row7047,Bu oyuna dur demek lazim yeter okadar transferler ve sezon yeni baslamis yaptıklarına bakin bide üstelik 1905 te nihat ozdemir 1905 kere sana sokmasını bilir bu camia bekle sana uyku verirsek senin gibi ermeni tohumu olsun nihat ozdemir,nefret,etnik
1459,Row7077,"Ona ne oluyor ki, ermeni mi kendisi?
https://t.co/WBZODrZ3Fv",hiçbiri,
1460,Row7088,"pkkyı öven kim varsa onun yanında durup hdpli piçleri kim sıvazlıyorsa, az bekleyin Türkçüler gelecek. Sizi o televizyonlardan söküp alacaklar. Ağzınıza sıçtığım pis lağım ağızlı ermeni seviciler.",nefret,"etnik,siyasi"
1461,Row7121,"Türkiye,tüm sahalarda Rusya ile karşı karşıya:Kafkasya(Ermeni sorunu,Kırım,Dağlık Karabağ, Gürcistan),Balkanlar(Kosova, Bosna-Hersek, Makedonya),Türk-Yunan ilişkileri(Ege, Kıbrıs, Doğu Akdeniz gaz aramaları, Batı Trakya, Ekümenik sorunu),Orta Asya, Libya, Kürt sorunu, Filistin vs",hiçbiri,
1462,Row7159,"Birinci Kafkas Kolordusu Kumandanı Kâzım Karabekir'in kızı Timsal Karabekir, Ermeni zulmüyle ilgili Kâzım Paşa'nın anılarını anlatıyor. https://t.co/Jla5SwS7Fy",nefret,etnik
1463,Row7165,"1001 istanbul kültür turları kapsamında İstanbul'un spor tarihi. Alman Totonya, Yahudi Makabi, Türk Galatasaray ve Beşiktaş, Rum Pera, Ermeni Şişli kulüpleri ile futbol, jimnastik, basketbol tarihinin ilkleri ve bilinmeyen tarihçesi... https://t.co/kEpt4IdgFR",hiçbiri,
1464,Row7177,"Ermeni tohumları Müslüman Kürt çocuklarını dağa götürüp Vatana,millete kurşun sıktırıyor. Hdp ,Chp nin arka bahçesidir. #AnnelerDireniyor  https://t.co/vNQ1gKt8Vm",nefret,etnik
1465,Row7179,"#AnnelerDireniyor 
Muhafazakar kesimle dalga geçen ermeni kökenli chpli https://t.co/AfNCWsfLpK",nefret,etnik
1466,Row7184,"Bizim Ermeni toplumunun yüzünü nasıl @AGOSgazetesi aydınlığa çıkarıyorsa, sanırım Yahudi toplumunun yüz akı da @avlaremoz ... https://t.co/FejE9Kn5jc",hiçbiri,
1467,Row7193,"#biristanbulsavunması #AnnelerDireniyor Kürt gençlerini ermeni ve yahudi dönmeleri kaçırıp pkk ya teslim ediyor devlete silah sıktırıyor, devlette terörle mücadele ederken mecbur bu teröristleştirilenlerle çatışıyor. 
Türk ve Kürt müslümanın arasına düşmanlık ekiyor bu soysuzlar.",nefret,"etnik,dini"
1468,Row7194,"Ermeni, Rum resmi tanımlı azınlık eyvallah herbiri benden daha güzel
Türkçe konuşuyor ve dile hakim !.
Türk vatandaşı olupta tek Türkçe bilmeyeni, konuşmayanı, yazmayanı yok ?!?!?!?!....
Sanatçılardan ziyade cumartesi analarının gitmesi doğru olan ?!?! https://t.co/naffiDfo05",hiçbiri,
1469,Row7197,"Bir İngiliz 100 yıl önceki gazetesini okuyabiliyor
Bir Fransız, İtalyan, Yunan, Rus okuyabiliyor
Çinli, Japon, Tayvanlı da 
İranlı, Suriyeli, Ermeni, Gürcü de okuyabiliyor
Peki bir Türk neden 100 yıl önce ecdadının bastığı gazeteyi okuyamıyor?

Soru şu: 
Sen neden kör edildin?",hiçbiri,
1470,Row7199,#BirİstanbulSavunması mi ben ermeni soykırımını kabul eden bir kimseyi atatürkçü olarak görmem ve savunmam,hiçbiri,
1471,Row7231,"Pkk a bir ermeni örgütüdür 
#AnnelerDireniyor",nefret,etnik
1472,Row7235,Siz Türkiye'nin kara yüzüsünüz ermeni kanlılar @TFF_Org,nefret,etnik
1473,Row7261,"Türkiye Büyük Millet Meclisinde bulunan bir siyasi parti (HDP) yurtdışında Türkiye aleyhine Türk karşıtlarıyla (Ermeni Lobisi) protesto düzenliyor. Bu durum Avrupa’da yaşansaydı, o parti mensuplarının 7 sülalesine soruşturma açılır parti kapatılırdı. https://t.co/LSp12jYabo",hiçbiri,
1474,Row7280,"Madenciye; İsrail dölü,
 Vatandaşına; Afedersin Ermeni,
 Muhalife; Hain, 
 Oy vermeyene; Dinsiz,
 Atatürk ve Inönü'ye; Ayyas,
 Direnenlere; Capulcu-Vandal diyen biri,
Şuan sizce kimdir ?",nefret,etnik
1475,Row7288,#AnnelerDireniyor Allah belanizi versin #HDP  Milletn çocugnu hangi hakla dağa götüre gavura peşkeş çekp kendi milletni kırdırıyorsnz Soysuz köpeklr!Dağda kaçınızın çocuğu var ?Ermeni tohumları Sizi!Madem sadıksınız davanıza çocuklarınızı dağa gönderin Adiler!@HDPgenelmerkezi,nefret,"etnik,siyasi"
1476,Row7298,"Asala terör örgütü tarumar olduktan sonra yeni bir oluşuma giden bu Ermeni tohumları, Kürt halkına en büyük zulmü yapmış ve yaşatmıştır. Selahaddin Eyyubi'nin nesli,
Artin Agopyan(Abdullah Öcalan) denilen bir Ermeni soytarısı ile kirlendirilmek istenmektedir. Oyuna gelmeyin!! https://t.co/UONgggRH1G",nefret,etnik
1477,Row7306,Gömlek Cebimde Ermeni Kartı 1:41 https://t.co/9CMUdgBn2b,hiçbiri,
1478,Row7308,"Müslüman Kürt görünümlü kripto Ermeni terör örgütü ASALA,PKK,PYD,YPG,SDF vs nin siyasi kanadı HDP nin dağa kaçırdığı çocukların anneleri Her konuda tepki veren Tarkan, Yılmaz Erdoğan, Cem Yılmaz, Sezen Aksu vs sanatçılardan destek bekliyorlar Sanatcılar neden suskun diyorlar",nefret,"etnik,siyasi"
1479,Row7314,Bu analarımız bir çeşit kuva-yi milliye başlattı. Haydi vicdanlı kürt halkı bu ermeni döllerinden kurtulma vakti! #AnnelerDireniyor,nefret,etnik
1480,Row7321,"Bu Acıları Sizde Yaşayacaksınız Çocuklarınızda Torunlarınızda Yaşayacak
Bu İş Burda Bitmez
Ne Yaptıysanız Aynısı Size Yapılacak
Ermeni Tohumları
#AnnelerDireniyor https://t.co/2ErDvCiWyZ",nefret,etnik
1481,Row7329,"Kürt halkının haklarını koruduğunu iddia eden, hdpkk,
Kürtçe bilmez,İslâma düşman
İyic araştırınca bir bakıyorsun Kürt değil Ermeni.
Hiç düşündünüz mü Ermeni bir örgüt niçin Kürt halkının hakkını arasın.
#AnnelerDireniyor 
#BabalarÖlümOrucunda",nefret,"etnik,siyasi"
1482,Row7363,"Türkiye Cumhuriyeti'nin emriyle Türkiye Cumhuriyeti bürokratı ve askeri olarak Afrika'ya İslam'ı yaymaya gitmiş olan Kürt Ebubekir Efendi'nin torunları, zerdüşt marksist, doğuda kripto ermeni, asalahdpkk'ya haddini bildirecek,hdp'nin kürtürk zulmune boyun eğmeyecek güçtedir. https://t.co/8P7ydLU3r1",nefret,"etnik,dini,siyasi"
1483,Row7402,Dinsiz imansız pkk ermeni dölleri en güzzel açıklama https://t.co/0QGP8MnYxL,nefret,etnik
1484,Row7435,Tutuklu Osman Kavala'ya  Ermeni kültürel mirasına ait Ortaçağ yapılarının korunması için yürüttüğü çalışmalar sayesinde Avrupa Arkeoloji Mirası Ödülü verildi https://t.co/kQQPfmA5hP,hiçbiri,
1485,Row7439,"TRT soyuluyor! Amerika'dan bozuk calismayan oynatim cihazlari satan bir Ermeni asilli Amerikaliyla yaptiklari ozel ihale anlasmasiyla, TRT her sene catir catir soyuluyor. Buna on ayak olan 2 Turk biri Kaliforniya Burbank'te digeri Boston'da yasiyor. Resmen bozuk alet satiyorlar",nefret,etnik
1486,Row7445,"Bunlar kürt değil zaten Ermeni. İkiyüzlülük, hainlik kanınıza işlemiş. Pkk veya hdp kendini bilen vatanını seven, hiçbir yurttaşın sesi olamaz..",nefret,etnik
1487,Row7447,Pkk Kürt’lere değil Kürt görünümünde Ermenilere hizmet etmektedir. Amaçları büyük İsrail ve büyük ermeni devleti kurmaktır. Kürt’leri de bu amaçla maşa olarak kullanmaktalar. Çok şükür ki korkusuz anneler sonunda seslerini çıkarma cesareti gösterdiler. https://t.co/gI0eBCtuo0,nefret,etnik
1488,Row7454,"“Bunlar Kürt değil, bunlar gavur” Anadolu’yu bölmeye kalkan Ermeni bozmaları, kardeşliğimizin ırkla değil iman etmekle alakalı olduğunu hesap edemediler !!! https://t.co/qW4CEWnT9S",nefret,"etnik,dini"
1489,Row7457,"Sami Hazinses'in Ermeni olduğunu?
Türkan Şoray, Fatma Girik, Filiz Akın, Hülya Koçyiğit, dört yapraklı yonca… İster türbanlı ol, ister çarşaflı, saçlarını örtmedikleri için sevmeyen var mıydı onları?
Ömercik'e kahrolmayan Musevi, Ayşecik'e gözyaşı dökmeyen Rum var mıydı?",hiçbiri,
1490,Row7459,"Çocukları HDPnin köpeklik ettiği PKK tarafından dağa kaçırılan, dağda tecavüze uğrayan yada zorla eline silah verilip asker ve polise saldırtılan, vatanı ve bayrağına bağlı gerçek Kürt anneleri Ermeni ürünü PKK ve HDPye direniyor
#AnnelerDireniyor",nefret,"etnik,siyasi"
1491,Row7462,Bunlar Kürt değil abla bunlar ermeni dölü,nefret,etnik
1492,Row7469,"Suriye Ortodoks Hıristiyanları...Yani, 1915'de ülkeye ihanet ettikleri için TEHCİR'e tabi tutulan Ermenilerin torunları.
Bu yıl şubat ayında İstanbul'da temeli atılacak.

Hürriyet gazetesi 2 defa Suriye'den 2 milyon Ermeni'nin Suriyeli Arap kimliğiyle Türkiye'ye geldiğini yazdı,",nefret,"etnik,dini"
1493,Row7470,"Bunlar Kürt değildi ki, Ermeni asala örgütü intikam almak için pkk yı kurdu. Şimdiye kadar sustunuz artık devlet arkanızda, bari şimdi susmayın.",nefret,etnik
1494,Row7471,"Kürt ve Türk kardeştir fakat 
Ezana vatana bayrağa saygılı askeri ve polisi sever ekmek yediği vatanına ihanet etmez
Ederse ancak DÜŞMANIMDIR
""Bunlar Kürt"" değil ermeni kırması o çocuklarıdır
#AnnelerDireniyor
#CocuklarımızıGeriVerHDPKK
@RTErdogan
@suleymansoylu
@HDPgenelmerkezi https://t.co/Ho5G1Srhpc",nefret,etnik
1495,Row7481,Hdppkk kürtleri savunuyor diyen kahpe soyu ermeni tohumları hami hdpkk nerde bu annelerin hanında kim var #bunlarkürt,nefret,"etnik,siyasi"
1496,Row7484,Kürt kılığına girmiş ermeni pkk ya karşı #AnnelerDireniyor,nefret,etnik
1497,Row7485,"Bu oğlu kaçırılıp dağa götürülenler.
Evet kürt.

Dağa kaçırıp ölüme gönderenler Ermeni ve israil in mossad ajanları. 
Hedef büyük israil.

""Bunlar Kürt"" https://t.co/6nvozM1mfg",nefret,etnik
1498,Row7491,"Doğru söylüyor❗️. Bunlar kürt değil,taşnak sutyun-hoybun ermeni terör örgütü’nün aparatları‼️👹👹👹 https://t.co/rxQyE3yTIk",nefret,etnik
1499,Row7492,"Biz yıllardır söylüyoruz ""Bunlar Kürt"" değil ermeni tohumu diye...",nefret,etnik
1500,Row7498,Evladına hayran bir annenin evladı olarak direnen bütün annelerimizin elinden öpüyorum bilin ki ben de annem de sizinle kalbimiz dualarımız sizinle inşallah evlatlarınızı hain ermeni dölü pkknın elinden kurtarırsınız #AnnelerDireniyor,nefret,etnik
1501,Row7504,"Yedi düvel birleşti, yahudi ve ermeni ile işbirliği yapıldı, Sultan Abdülhamid Han indirildi...
Sonrası için bir plânları yoktu, önemli de değildi onlar için... 
ama  yıllar sonra pişman olan ve gerçekleri anlayan vatanseverler için ise artık çok geçti... 😔
#kafirdendostolmaz",nefret,"etnik,dini"
1502,Row7505,Hdp nin tek bir amacı vardır Kürdü kürde kırdırmak türkü kürde kürdü Türke kızrdırmak çünkü hdp ermeni bir partidir bakin içine bir tane Müslüman Kürt vekil yok tamamen Ermeni,nefret,etnik
1503,Row7506,Pkk Kürt kavgası vermiyor. Kürt kimliğinin kavgasını vermiyor. 1915in intikamını alan ermeni uşaklığını yapıyor.  #AnnelerDireniyor https://t.co/UlYk6Xx5yy,nefret,etnik
1504,Row7516,"Hayır!Bir ara ilaç tanıtımı yapan bir Ermeni arkadaş bana öğretecekti,yürümedi.Hekimlik çok zaman alıyor.Almanca ve İngilizce biliyorum.Diğer çevirileri programlarla yapıyorum.Ermenice öğrenmek isterdim. https://t.co/Hq7hqu5M75",hiçbiri,
1505,Row7518,"#AnnelerDireniyor 1. Dünya Savaşı'nda (1.Paylaşım Savaşı)Türk ve Ermeni toplumunu birbirine düşüren emperyalizm, bugün de Türk ve Kürt toplumunu birbirine düşürüp emellerini gerçekleştirmek için var gücüyle çalışıyor. Bu aşağılık fitnede en ağır bedeli analar ve çocukları ödüyor",hiçbiri,
1506,Row7521,"Ermeni ve siyonistin tuzaği bozuluyor.
Çünkü   🗣🔉  #AnnelerDireniyor",nefret,etnik
1507,Row7525,Ey Müslüman Kürt kardeşim hdp denilen parti kesinlikle Kürt partisi değildir bu hdp kesinlikle Ermeni partisidir uyan Müslüman Kürt kardeşim uyan,nefret,etnik
1508,Row7529,Şu manzaralara sebep olan ermeni piçleri sonunuz yakındır. https://t.co/Z2iJeuKe3E,nefret,etnik
1509,Row7539,Lüplanın ermeni cumhur başkanını osmanlı hakkında  yapmış olduğu acıklamalardan dolayı şitdetle kınıyorum ve naletliyorum,nefret,etnik
1510,Row7542,"ABD'de 1900'lerin başından 1.Dünya Savaşı'na kadar en popüler tütün Türk tütünüydü.Genellikle ABD'ye göç eden Osmanlı Ermeni ve Rumlarının kurduğu tütün şirketleriyle bu ilgi arttı
#Türk sigaralarının reklam afişleri https://t.co/Clw5Gm7cTW",hiçbiri,
1511,Row7544,Ermeni partisi hdpyi müslüman kürt Anneler bitirecektir inşallah https://t.co/FHROGSBBkl,nefret,etnik
1512,Row7546,"Bu seçimde ne yaşadık Devlet in içinde Yahudi, Ermeni kriptolar kendilerine Devlet Aklı diyorlar ittihatçılar ,
CHP de kökenleri çoğu Türk değil, FETÖ, PKK Milli görüşçü ibneler hepsi birleşti, algıyı her koldan yaptılar tarikatleri yanlarına aldılar ve kurumları ele geçirdiler",nefret,"etnik,dini,siyasi"
1513,Row7549,"Emine Gülbaran sözde @EmineErdogan : 

“Anadolu toprakları şefkat, sevgi ve bizim ailemizde  bulunmayan yüksek ahlaki değerlerle mayalanmıştır 'dedi !

Müslüman Kılıklı Koltuğunu Güvende Tutmak için,eski kocasının HER isteği YERİNE GETİREN ,
Babadan Ermeni Sabetayist Yahudi karı.",nefret,"etnik,dini"
1514,Row7550,#Perşembe İstanbul’un lezzet ustası Apik Hayrabetyan toprağa verildi. Ermeni Cemaati’nin önde gelen isimlerinden Beyoğlu... https://t.co/5y9Rngjkns,hiçbiri,
1515,Row7562,"Operasyondayken güvenlik güçleri ""Mehter Marşı çalıyor"" diye haber yapan yavşaklar var bu ülkede.

-Ne yani Çav Bella mı çalacaklardı? Ermeni dölleri.

Inadına değil Aşkımızdan Türkiye 
   .🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷.",nefret,etnik
1516,Row7569,"II
kadar kafaları çalışmıyor mu!
Mes'ele gayet açık!
Haham diyor:""Büyük İsraili kurmak için kürdleri türklerle çarpıştıracağız.""
Elliden önce:
Halis ermeni olan İnöni:""Kürd diye birşey yok;hepimiz türküz!"" diye kürdü ASİMİLE etmeye çalı
şan İnönünün kızkardeşinin torunuolanSezai",nefret,etnik
1517,Row7572,"I V
Bir ermeni sözcü şöyle dedi:
""Bizim kürdlerle kan davamız var
Türklerle toprak davamız var.Bu
ikisini çarpıştıracağız!""
Mes'eleermeni olmak değil:
İnsanluk düşmanı ahtapotlara 
şuurlu-şuursuz kölelik yapmak.
İslam ve Osmanlı İmparatorluğu 
nda bu gaddar sömürgecilik asla
yok!",nefret,etnik
1518,Row7573,"Veya Buda'ya Tap...
Ya Da Öküze...
Ateist Olman Da Hiç Önemli Değil...
İster Siyahi Ol...
İster Eskimo...
İstersen Albino...
Laz, Ermeni, Çerkez, Rum, Kürt farketmez...
Ya da Alevî, Sünni, Ortodoks, Katolik, Protestan...
Neye İnanıyorsan Ona İnan...
Keyfine Göre De,

+++",hiçbiri,
1519,Row7587,Bu ermeni oyununu zulmünü Kürt Annelerimizin duası çözecek İNŞAALLAH....#AnnelerDireniyor,nefret,etnik
1520,Row7590,Bu ermeni oyununu KÜRT  Annelerimiz bozacak inşaallah ....#AnnelerDireniyor,nefret,etnik
1521,Row7594,"Anne yüreği işte ne yapsın, PKK kuklaları gibi satılmış yawşak değil ki.. Ermeni tohumları kansızlar.. #AnnelerDireniyor",nefret,etnik
1522,Row7596,https://t.co/ODwfJdaoAb Sahib çık Türkiyem bu Kürt Türk meselesi değil bu Büyük İsrail projesinin uzantıları Arzımukaddese yolaçma işi burda doğulu kardeşlerimizi şeçtiler bunuda ermeni ve vatan haini kim varsa onlarla devam ettiriyorlar yeter yeter bu zalimlerin yaptığı ses ver,nefret,etnik
1523,Row7602,"Kürt kardeşlerimizi, ağlayan anneleri gördükçe göz yaşlarımi Tutamıyorum.  Yıllarca kahrolasica pkk denilen ermeni &yahudi politikaları bu aziz , masum milleti birbirine düşürdü , acı çektirdi .. Kahhar ismi ile kahreylesin Rabbim.",nefret,"etnik,dini"
1524,Row7604,#AnnelerDireniyor Hdpkk kürtlükle kürtlerle alakası olmayan müslüman kürtlere zulmetmek için kurulmuş bi ermeni oluşumudur,nefret,"etnik,siyasi"
1525,Row7605,"6-7 Eylül’de en çok zararı Rumlar gördü, ama saldırgan kitle, Ermeni ve Yahudileri de hedef aldı. Sonraki dönemde, İzmir’deki Rumlar ve diğer azınlıklar, Antakyalı Rum Ortodokslar ve... https://t.co/z6h3wteJcp",hiçbiri,
1526,Row7614,"Ermeni teröristin Talat Paşa'nın kafasını ayakları altına alan heykeline verilen,verilmeyen tepki vatanseverliğin,yurtseverliğin göstergesidir.PkkHdp nin siyasal ortakları ,sözüm ona solcular,aydın kırıntıları Türk milletinin tarihine kör ve sağırlar.",nefret,"etnik,siyasi"
1527,Row7628,"İstanbul'un en eski işkembecilerinden biri olan Apik işkembecisinin sahibi ve aynı zamanda Beyoğlu Üç Horan Kilisesi Vakfı Başkanı Apik Hayrabetyan yaşamını yitirdi. Hayrabetyan, Şişli Ermeni Mezarlığı'na defnedildi. https://t.co/5qlXKGnUXj",hiçbiri,
1528,Row7631,"KÜRD kadını böyle yürekli işte
Ben yılardır hep derim yüzde 10 KÜRD ler hdp ye oy verir  kürdüm hdp liyim diyen inananlar ermeni soyludur  
Ben de bir KÜRD olarak sonuna kadar bu annelerimizi destekliyorum
Annelerimiz  yanlız değildir https://t.co/66Zwmax1N3",nefret,etnik
1529,Row7658,"Yakın tarihimizde Alevi, Ermeni, Rum, Kürt  ve gülen hareketi, ülkücülere, dini gruplara, sol grupların çoğuna soy Kırıma varan devlet zulmü oldu! Bürokrasi de güç dalaşı herkesin malumu.",hiçbiri,
1530,Row7664,"İnsanlar, Türk-Ermeni ilişkilerini hep siyah-beyaz olarak değerlendiriyorlar. İmparatorluk gibi çok uluslu yapılarda genellikle çıkar-taviz ekseninde destek kazanma ve karşısında olma durumu var. Doğu Anadolu'nun 2. defa fethedilmesi de bu çıkar-taviz ekseninde gerçekleşti.",hiçbiri,
1531,Row7700,"Ermeni olmayan analar cesaretlendi ve Ermeni itlerine direniyor peki ermeni olmayan sanatçı hiçimi yok bu ülkede 
#AnnelerDireniyor https://t.co/dxm4b6gLSa",nefret,etnik
1532,Row7707,Hadi dogunun dogal halki gercek sahibi ermeni orgutune gecis yok https://t.co/tWNBSJIuSr,nefret,etnik
1533,Row7724,Edirnekapı Ermeni Mezarligi var. Oraya gomebildim. Insanlar elinde oyuncak olmuş zavalli hayvanlar... :( yapmayin bakamyacaksaniz almayin 🥺🥺🥺cinsini bile bilmedigim bir kuş... insanin cani yaniyor :( avucumda can verdi ve ben cok kotuyum🥺,hiçbiri,
1534,Row7725,"▶ Millas: 6-7 Eylül’de sadece Rumların değil, Ermeni ve Yahudilerin de dükkanlarını yağmaladılar

⭕ @HerkulMillas 6-7 Eylül Olayları'nda yaşadıklarını anlatıyor

🎧 AhvalPod https://t.co/4XCAMkaIlm

🎧 Google: https://t.co/mc6m5GBWWo",hiçbiri,
1535,Row7735,Ermeni piçleri dir https://t.co/gV4BGIoBRy,nefret,etnik
1536,Row7757,"Keşke Istanbul Barosu kendi siyasetine uymayan başkana karşı harekete geçerken,haklar ve özgürlükler konusunda da geçse. Misal ermeni soykırımını inkarı kendine bu kadar iş edinmese. https://t.co/qQuoIlQyDt",hiçbiri,
1537,Row7771,"Silva Arapyan
1 saat · 
Benim de uygularımı dile getiren bir yazı.
Burası herşeye rağmen benim memleketim .

TÜRKİYEDE ERMENİ OLMAK

Değişik bir duygudur Türkiye’de Ermeni olmak…
Her ne kadar da Hrant Dink sözde... https://t.co/b1qObzJ1KO",hiçbiri,
1538,Row7779,araclarin cogunun renault olmasi da ayri bir is bilmemezlik ve politika yoksullugudur.insan bare alman arabasi alir da kaliteli bi yolsuzluk olur.onu bile becerememisler.ustune ustluk fransa ermeni yasasini cikardiktan sonra alinmis.cogu yeni model... https://t.co/YCvqwDgilo,hiçbiri,
1539,Row7784,"Çocuğu PKK ya katılan anne çocuğuyla telefonla konuşuyor
ANNE=Ben senin adını Peygamber efendimizin adı Mustafa yı koydum
ÇOCUK=Hayır benim adım bundan sonra AGİT
PKK nın aslında Ermeni bir örgüt olduğunun kanıtlarından biri",nefret,etnik
1540,Row7787,"Uyan Kürt Kardeşim,
Bunların Davası Kürt Davası
Falan Değil.
Bunların Bir Çoğu Ermeni'dir.
Ermeni'ye Hizmet Etmektedir... https://t.co/NH4mzAWCC1",nefret,etnik
1541,Row7808,"Kürt Analar uyandı. 
Ermeni PKK ve HDP örgütleri Kürt gençlerini artık zor Dağa çıkartır...

#kürtgenclerbizim",nefret,etnik
1542,Row7815,"elemtere fiş
kem gözlere şiş
benim bir yarim var müthiş
azcık rum azcık kürd azcık ermeni
aklına esmeye görsün.
Galata kulesinin
tepesinden atar beni
sonra benden önce iner, tutar beni",hiçbiri,
1543,Row7825,Sivaslı bir Ermeni ile tanıştım. Fakat kendisi simaen kesin Dersimli,hiçbiri,
1544,Row7826,"Şimdi yazacağım cümleleri tekrar edin;

Ermeni biri de Müslüman olabilir
Yahudi biri de Müslüman olabilir
Yunan biri de Müslüman olabilir
Rum biri de Müslüman olabilir
Fransız, ingiliz biri Müslüman olabilir
Aborjin biri de Müslüman olabilir
Kızılderili biri de Müslüman olabilir",hiçbiri,
1545,Row7827,"Bazılarımız sanırsam Müslümanları sadece Arap, Türk ve Kürt kökenli sanıyor..

Örneğin; kalbinde hâlâ cahiliye kırıntıları bulunan bazı beyinsiz kişilerin Ermeni kökenli olduğu için Fatma ablamızı rahatsız etmesi gibi.. https://t.co/salcdM4nbu",hiçbiri,
1546,Row7828,"Bu Milleti Asimile etme gayretine giren Beyaz Türkler ( Yahudi , Ermeni ) Dönmelerini unutmayın
Adalet bunları göremiyor https://t.co/q9Z2LY7IgD",nefret,"etnik,dini"
1547,Row7834,"Tarih 6-7 Eylül 1955.
ALEVİ ve KIZILBAŞ lara yönelik saldırıların provası ve yöntemleri ilk önce Ermeni ve Rum vatandaşlara yapıldı. 'Din' adına 'millet' adına cinayetler, yağmalar yapıldı!
Ve sonuç korkunçtu !!!
  https://t.co/lFOwWMwpTj",hiçbiri,
1548,Row7840,"6-7 eylül 1955, önceki ve sonraki her olayın kilididir.   Bu yüzden de Ermeni katliamlarının ve tehcirlerinin de bir kumpas olduğu bilinmelidir. 15 temmuz sonrası da aynen böyledir.",hiçbiri,
1549,Row7845,"Türk Twitter kullanıcıları son zamanlarda, Arapça pankartlar taşıyan ve Türk bayrağını çiğneyen bir grup kişinin resmini paylaşarak “Suriyeliler Türk bayrağını çiğneyerek sözde Ermeni soykırımını anma gününe katıldı” iddiasını ileri sürdü.

https://t.co/qC2er2Ssi0

#Türk_Bayrağı",hiçbiri,
1550,Row7847,Her şeye karışmak veya her şeyi bilmek özellikle de bana karışmak sizin haddinize değil ebenizin dinine kadar yolunuz var az bi rahat bırakın la insanları soysuz ermeni tohumları sizi,nefret,etnik
1551,Row7850,Geçen haftalarda Kafkasya ve Ermeni nüfusu hakkında bir Amerikan istatistiği paylaşmıştım . Aşağıdaki tablo da Ermeni nüfusunun yüzyılın başındaki durumu. Revan /Erivan dikkat çekici ⁦@FCArmenia⁩ https://t.co/dCuexcbmzF,hiçbiri,
1552,Row7866,"Kendi çocukları en pahalı kolejlerde okurken,gariban analara ""sözde"" Kürdistan vadeden Ermeni bozuntularına #BirKezOlsunTepkiKoyun",nefret,etnik
1553,Row7873,"Harem-selamlık olarak ifade edilen ayrım; Fenerli Beyzade (kirye), Ermeni Amira ile Türk Efendinin konağındaki bölümler ve kullanımları benzerdi.",hiçbiri,
1554,Row7876,"Bunlara makam aracı diyenlerde diyenlere inananlarda vatan haini ermeni picidir 
Valiler bütün CHP belediyelerinden araç sergisi istesin görelim asıl saltanatı ve hırsızlığı https://t.co/QgC1Bq7Ug7",nefret,etnik
1555,Row7878,Karabağ Azerbaycan'a aittir ama soysuz ermeni devletinin işgali altındadır ve bu ermeniler de dünyanın harami devletlerinin koruması altındadır ya bizim kupamız da şikecilerin işgali altında ve siyasilerin koruması altındadır https://t.co/j80hrHx0Nz,nefret,etnik
1556,Row7883,Eski Merkez Han’ın büyük olasılıkla Ermeni Katolik Düzoğlu ya da Düzyan ailesinin konağı olduğu düşünülmektedir. Bu ailenin arması olarak kullanılan “Tanrının Kuzusu” oyma taş paneli de günümüzde ANAMED’in üçüncü katında sergilenmektedir. https://t.co/dCxbPGNbb1,hiçbiri,
